,,,,,Sma 200,Sma 50,Sma 1,Sma 2,,,% return
1h,2000,15,0.996,1.004,194,52,38,2,39,38,-5.610489314162869
1h,2000,15,0.996,1.004,194,52,38,4,39,38,-5.610489314162869
1h,2000,15,0.996,1.004,194,52,38,6,39,38,-5.610489314162869
1h,2000,15,0.996,1.004,194,52,38,8,39,38,-5.610489314162869
1h,2000,15,0.996,1.004,194,54,20,2,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,20,4,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,20,6,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,20,8,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,22,2,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,22,4,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,22,6,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,22,8,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,24,2,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,24,4,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,24,6,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,24,8,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,26,2,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,26,4,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,26,6,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,26,8,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,28,2,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,28,4,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,28,6,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,28,8,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,30,2,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,30,4,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,30,6,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,30,8,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,32,2,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,32,4,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,32,6,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,32,8,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,34,2,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,34,4,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,34,6,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,34,8,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,36,2,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,36,4,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,36,6,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,36,8,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,38,2,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,38,4,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,38,6,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,54,38,8,38,37,-4.8935349842821
1h,2000,15,0.996,1.004,194,56,20,2,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,20,4,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,20,6,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,20,8,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,22,2,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,22,4,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,22,6,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,22,8,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,24,2,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,24,4,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,24,6,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,24,8,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,26,2,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,26,4,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,26,6,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,26,8,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,28,2,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,28,4,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,28,6,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,28,8,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,30,2,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,30,4,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,30,6,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,30,8,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,32,2,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,32,4,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,32,6,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,32,8,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,34,2,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,34,4,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,34,6,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,34,8,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,36,2,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,36,4,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,36,6,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,36,8,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,38,2,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,38,4,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,38,6,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,56,38,8,38,37,-3.7934255286310115
1h,2000,15,0.996,1.004,194,58,20,2,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,20,4,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,20,6,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,20,8,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,22,2,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,22,4,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,22,6,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,22,8,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,24,2,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,24,4,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,24,6,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,24,8,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,26,2,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,26,4,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,26,6,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,26,8,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,28,2,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,28,4,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,28,6,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,28,8,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,30,2,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,30,4,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,30,6,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,30,8,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,32,2,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,32,4,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,32,6,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,32,8,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,34,2,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,34,4,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,34,6,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,34,8,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,36,2,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,36,4,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,36,6,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,36,8,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,38,2,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,38,4,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,38,6,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,58,38,8,39,38,-3.814365158258315
1h,2000,15,0.996,1.004,194,60,20,2,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,20,4,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,20,6,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,20,8,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,22,2,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,22,4,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,22,6,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,22,8,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,24,2,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,24,4,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,24,6,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,24,8,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,26,2,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,26,4,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,26,6,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,26,8,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,28,2,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,28,4,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,28,6,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,28,8,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,30,2,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,30,4,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,30,6,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,30,8,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,32,2,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,32,4,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,32,6,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,32,8,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,34,2,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,34,4,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,34,6,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,34,8,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,36,2,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,36,4,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,36,6,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,36,8,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,38,2,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,38,4,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,38,6,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,60,38,8,40,39,-4.3746873012933785
1h,2000,15,0.996,1.004,194,62,20,2,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,20,4,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,20,6,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,20,8,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,22,2,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,22,4,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,22,6,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,22,8,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,24,2,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,24,4,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,24,6,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,24,8,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,26,2,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,26,4,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,26,6,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,26,8,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,28,2,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,28,4,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,28,6,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,28,8,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,30,2,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,30,4,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,30,6,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,30,8,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,32,2,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,32,4,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,32,6,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,32,8,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,34,2,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,34,4,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,34,6,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,34,8,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,36,2,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,36,4,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,36,6,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,36,8,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,38,2,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,38,4,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,38,6,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,62,38,8,40,39,-4.164432586740552
1h,2000,15,0.996,1.004,194,64,20,2,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,20,4,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,20,6,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,20,8,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,22,2,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,22,4,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,22,6,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,22,8,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,24,2,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,24,4,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,24,6,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,24,8,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,26,2,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,26,4,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,26,6,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,26,8,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,28,2,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,28,4,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,28,6,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,28,8,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,30,2,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,30,4,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,30,6,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,30,8,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,32,2,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,32,4,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,32,6,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,32,8,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,34,2,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,34,4,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,34,6,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,34,8,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,36,2,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,36,4,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,36,6,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,36,8,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,38,2,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,38,4,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,38,6,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,64,38,8,39,38,-1.0101211709614422
1h,2000,15,0.996,1.004,194,66,20,2,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,20,4,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,20,6,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,20,8,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,22,2,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,22,4,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,22,6,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,22,8,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,24,2,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,24,4,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,24,6,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,24,8,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,26,2,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,26,4,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,26,6,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,26,8,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,28,2,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,28,4,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,28,6,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,28,8,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,30,2,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,30,4,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,30,6,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,30,8,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,32,2,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,32,4,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,32,6,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,32,8,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,34,2,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,34,4,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,34,6,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,34,8,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,36,2,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,36,4,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,36,6,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,36,8,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,38,2,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,38,4,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,38,6,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,66,38,8,39,38,0.47446345444022153
1h,2000,15,0.996,1.004,194,68,20,2,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,20,4,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,20,6,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,20,8,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,22,2,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,22,4,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,22,6,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,22,8,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,24,2,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,24,4,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,24,6,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,24,8,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,26,2,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,26,4,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,26,6,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,26,8,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,28,2,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,28,4,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,28,6,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,28,8,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,30,2,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,30,4,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,30,6,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,30,8,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,32,2,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,32,4,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,32,6,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,32,8,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,34,2,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,34,4,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,34,6,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,34,8,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,36,2,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,36,4,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,36,6,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,36,8,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,38,2,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,38,4,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,38,6,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,68,38,8,39,38,-0.301378170734079
1h,2000,15,0.996,1.004,194,70,20,2,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,20,4,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,20,6,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,20,8,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,22,2,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,22,4,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,22,6,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,22,8,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,24,2,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,24,4,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,24,6,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,24,8,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,26,2,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,26,4,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,26,6,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,26,8,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,28,2,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,28,4,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,28,6,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,28,8,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,30,2,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,30,4,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,30,6,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,30,8,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,32,2,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,32,4,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,32,6,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,32,8,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,34,2,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,34,4,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,34,6,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,34,8,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,36,2,39,38,1.8499177057019311
1h,2000,15,0.996,1.004,194,70,36,4,39,38,1.8499177057019311
